date,equity,position,returns
2020-01-01,100000.0,0,
2020-01-02,100000.0,0,0.0
2020-01-03,100000.0,0,0.0
2020-01-06,100000.0,0,0.0
2020-01-07,100000.0,0,0.0
2020-01-08,100000.0,0,0.0
2020-01-09,100000.0,0,0.0
2020-01-10,100000.0,0,0.0
2020-01-13,100000.0,0,0.0
2020-01-14,100000.0,0,0.0
2020-01-15,100000.0,0,0.0
2020-01-16,100000.0,0,0.0
2020-01-17,100000.0,0,0.0
2020-01-20,100000.0,0,0.0
2020-01-21,100000.0,0,0.0
2020-01-22,100000.0,0,0.0
2020-01-23,100000.0,0,0.0
2020-01-24,100000.0,0,0.0
2020-01-27,100000.0,0,0.0
2020-01-28,100000.0,0,0.0
2020-01-29,100000.0,0,0.0
2020-01-30,100000.0,0,0.0
2020-01-31,100000.0,0,0.0
2020-02-03,100000.0,0,0.0
2020-02-04,100000.0,0,0.0
2020-02-05,100000.0,0,0.0
2020-02-06,100000.0,0,0.0
2020-02-07,100000.0,0,0.0
2020-02-10,100000.0,0,0.0
2020-02-11,100000.0,0,0.0
2020-02-12,100000.0,0,0.0
2020-02-13,100000.0,0,0.0
2020-02-14,100000.0,0,0.0
2020-02-17,100000.0,0,0.0
2020-02-18,100000.0,0,0.0
2020-02-19,100000.0,0,0.0
2020-02-20,100000.0,0,0.0
2020-02-21,100000.0,0,0.0
2020-02-24,100000.0,0,0.0
2020-02-25,100000.0,0,0.0
2020-02-26,100000.0,0,0.0
2020-02-27,100000.0,0,0.0
2020-02-28,100000.0,0,0.0
2020-03-02,100000.0,0,0.0
2020-03-03,100000.0,0,0.0
2020-03-04,100000.0,0,0.0
2020-03-05,100000.0,0,0.0
2020-03-06,100000.0,0,0.0
2020-03-09,100000.0,0,0.0
2020-03-10,100000.0,0,0.0
2020-03-11,100000.0,0,0.0
2020-03-12,100000.0,0,0.0
2020-03-13,100000.0,0,0.0
2020-03-16,100000.0,0,0.0
2020-03-17,100000.0,0,0.0
2020-03-18,100000.0,0,0.0
2020-03-19,100000.0,0,0.0
2020-03-20,100000.0,0,0.0
2020-03-23,100000.0,0,0.0
2020-03-24,100000.0,0,0.0
2020-03-25,100000.0,0,0.0
2020-03-26,100000.0,0,0.0
2020-03-27,100000.0,0,0.0
2020-03-30,100000.0,0,0.0
2020-03-31,100000.0,0,0.0
2020-04-01,100000.0,0,0.0
2020-04-02,100000.0,0,0.0
2020-04-03,100000.0,0,0.0
2020-04-06,100000.0,0,0.0
2020-04-07,100000.0,0,0.0
2020-04-08,100000.0,0,0.0
2020-04-09,100000.0,0,0.0
2020-04-10,100000.0,0,0.0
2020-04-13,100000.0,0,0.0
2020-04-14,100000.0,0,0.0
2020-04-15,100000.0,0,0.0
2020-04-16,100000.0,0,0.0
2020-04-17,100000.0,0,0.0
2020-04-20,100000.0,0,0.0
2020-04-21,100000.0,0,0.0
2020-04-22,100000.0,0,0.0
2020-04-23,100000.0,0,0.0
2020-04-24,100000.0,0,0.0
2020-04-27,100000.0,0,0.0
2020-04-28,100000.0,0,0.0
2020-04-29,100000.0,0,0.0
2020-04-30,100000.0,0,0.0
2020-05-01,100000.0,0,0.0
2020-05-04,100000.0,0,0.0
2020-05-05,100000.0,0,0.0
2020-05-06,100000.0,0,0.0
2020-05-07,100000.0,0,0.0
2020-05-08,100000.0,0,0.0
2020-05-11,100000.0,0,0.0
2020-05-12,100000.0,0,0.0
2020-05-13,100000.0,0,0.0
2020-05-14,100000.0,0,0.0
2020-05-15,100000.0,0,0.0
2020-05-18,100000.0,0,0.0
2020-05-19,100000.0,0,0.0
2020-05-20,100000.0,0,0.0
2020-05-21,100000.0,0,0.0
2020-05-22,100000.0,0,0.0
2020-05-25,100000.0,0,0.0
2020-05-26,100000.0,0,0.0
2020-05-27,100000.0,0,0.0
2020-05-28,100000.0,0,0.0
2020-05-29,100000.0,0,0.0
2020-06-01,100000.0,0,0.0
2020-06-02,100000.0,0,0.0
2020-06-03,100000.0,0,0.0
2020-06-04,100000.0,0,0.0
2020-06-05,100000.0,0,0.0
2020-06-08,100000.0,0,0.0
2020-06-09,100000.0,0,0.0
2020-06-10,100000.0,0,0.0
2020-06-11,100000.0,0,0.0
2020-06-12,100000.0,0,0.0
2020-06-15,100000.0,0,0.0
2020-06-16,100000.0,0,0.0
2020-06-17,100000.0,0,0.0
2020-06-18,100000.0,0,0.0
2020-06-19,100000.0,0,0.0
2020-06-22,100000.0,0,0.0
2020-06-23,100000.0,0,0.0
2020-06-24,100000.0,0,0.0
2020-06-25,100000.0,0,0.0
2020-06-26,100000.0,0,0.0
2020-06-29,100000.0,0,0.0
2020-06-30,100000.0,0,0.0
2020-07-01,100000.0,0,0.0
2020-07-02,100000.0,0,0.0
2020-07-03,100000.0,0,0.0
2020-07-06,100000.0,0,0.0
2020-07-07,100000.0,0,0.0
2020-07-08,100000.0,0,0.0
2020-07-09,100000.0,0,0.0
2020-07-10,100000.0,0,0.0
2020-07-13,100000.0,0,0.0
2020-07-14,100000.0,0,0.0
2020-07-15,100000.0,0,0.0
2020-07-16,100000.0,0,0.0
2020-07-17,100000.0,0,0.0
2020-07-20,100000.0,0,0.0
2020-07-21,100000.0,0,0.0
2020-07-22,100000.0,0,0.0
2020-07-23,100000.0,0,0.0
2020-07-24,100000.0,0,0.0
2020-07-27,100000.0,0,0.0
2020-07-28,100000.0,0,0.0
2020-07-29,100000.0,0,0.0
2020-07-30,100000.0,0,0.0
2020-07-31,100000.0,0,0.0
2020-08-03,100000.0,0,0.0
2020-08-04,100000.0,0,0.0
2020-08-05,100000.0,0,0.0
2020-08-06,100000.0,0,0.0
2020-08-07,100000.0,0,0.0
2020-08-10,100000.0,0,0.0
2020-08-11,100000.0,0,0.0
2020-08-12,100000.0,0,0.0
2020-08-13,100000.0,0,0.0
2020-08-14,100000.0,0,0.0
2020-08-17,100000.0,0,0.0
2020-08-18,100000.0,0,0.0
2020-08-19,100000.0,0,0.0
2020-08-20,100000.0,0,0.0
2020-08-21,100000.0,0,0.0
2020-08-24,100000.0,0,0.0
2020-08-25,100000.0,0,0.0
2020-08-26,100000.0,0,0.0
2020-08-27,100000.0,0,0.0
2020-08-28,100000.0,0,0.0
2020-08-31,100000.0,0,0.0
2020-09-01,100000.0,0,0.0
2020-09-02,100000.0,0,0.0
2020-09-03,100000.0,0,0.0
2020-09-04,100000.0,0,0.0
2020-09-07,100000.0,0,0.0
2020-09-08,100000.0,0,0.0
2020-09-09,100000.0,0,0.0
2020-09-10,100000.0,0,0.0
2020-09-11,100000.0,0,0.0
2020-09-14,100000.0,0,0.0
2020-09-15,100000.0,0,0.0
2020-09-16,100000.0,0,0.0
2020-09-17,100000.0,0,0.0
2020-09-18,100000.0,0,0.0
2020-09-21,100000.0,0,0.0
2020-09-22,100000.0,0,0.0
2020-09-23,100000.0,0,0.0
2020-09-24,100000.0,0,0.0
2020-09-25,100000.0,0,0.0
2020-09-28,100000.0,0,0.0
2020-09-29,100000.0,0,0.0
2020-09-30,100000.0,0,0.0
2020-10-01,100000.0,0,0.0
2020-10-02,100000.0,0,0.0
2020-10-05,100000.0,0,0.0
2020-10-06,100000.0,0,0.0
2020-10-07,100000.0,0,0.0
2020-10-08,100000.0,0,0.0
2020-10-09,100000.0,0,0.0
2020-10-12,100000.0,0,0.0
2020-10-13,100000.0,0,0.0
2020-10-14,100000.0,0,0.0
2020-10-15,100000.0,0,0.0
2020-10-16,100000.0,0,0.0
2020-10-19,100000.0,0,0.0
2020-10-20,100000.0,0,0.0
2020-10-21,100000.0,0,0.0
2020-10-22,100000.0,0,0.0
2020-10-23,100000.0,0,0.0
2020-10-26,100000.0,0,0.0
2020-10-27,100000.0,0,0.0
2020-10-28,100000.0,0,0.0
2020-10-29,100000.0,0,0.0
2020-10-30,100000.0,0,0.0
2020-11-02,100000.0,0,0.0
2020-11-03,100000.0,0,0.0
2020-11-04,100000.0,0,0.0
2020-11-05,100000.0,0,0.0
2020-11-06,100000.0,0,0.0
2020-11-09,100000.0,0,0.0
2020-11-10,100000.0,0,0.0
2020-11-11,100000.0,0,0.0
2020-11-12,100000.0,0,0.0
2020-11-13,100000.0,0,0.0
2020-11-16,100000.0,0,0.0
2020-11-17,100000.0,0,0.0
2020-11-18,100000.0,0,0.0
2020-11-19,100000.0,0,0.0
2020-11-20,100000.0,0,0.0
2020-11-23,100000.0,0,0.0
2020-11-24,100000.0,0,0.0
2020-11-25,100000.0,0,0.0
2020-11-26,100000.0,0,0.0
2020-11-27,100000.0,0,0.0
2020-11-30,100000.0,0,0.0
2020-12-01,100000.0,0,0.0
2020-12-02,100000.0,0,0.0
2020-12-03,100000.0,0,0.0
2020-12-04,100000.0,0,0.0
2020-12-07,100000.0,0,0.0
2020-12-08,100000.0,0,0.0
2020-12-09,100000.0,0,0.0
2020-12-10,100000.0,0,0.0
2020-12-11,100000.0,0,0.0
2020-12-14,100000.0,0,0.0
2020-12-15,100000.0,0,0.0
2020-12-16,100000.0,0,0.0
2020-12-17,100000.0,0,0.0
2020-12-18,100000.0,0,0.0
2020-12-21,100000.0,0,0.0
2020-12-22,100000.0,0,0.0
2020-12-23,100000.0,0,0.0
2020-12-24,100000.0,0,0.0
2020-12-25,100000.0,0,0.0
2020-12-28,100000.0,0,0.0
2020-12-29,100000.0,0,0.0
2020-12-30,100000.0,0,0.0
2020-12-31,100000.0,0,0.0
2021-01-01,100000.0,0,0.0
2021-01-04,100000.0,0,0.0
2021-01-05,100000.0,0,0.0
2021-01-06,100000.0,0,0.0
2021-01-07,100000.0,0,0.0
2021-01-08,100000.0,0,0.0
2021-01-11,100000.0,0,0.0
2021-01-12,100000.0,0,0.0
2021-01-13,100000.0,0,0.0
2021-01-14,100000.0,0,0.0
2021-01-15,100000.0,0,0.0
2021-01-18,100000.0,0,0.0
2021-01-19,100000.0,0,0.0
2021-01-20,100000.0,0,0.0
2021-01-21,100000.0,0,0.0
2021-01-22,100000.0,0,0.0
2021-01-25,100000.0,0,0.0
2021-01-26,100000.0,0,0.0
2021-01-27,100000.0,0,0.0
2021-01-28,100000.0,0,0.0
2021-01-29,100000.0,0,0.0
2021-02-01,100000.0,0,0.0
2021-02-02,100000.0,0,0.0
2021-02-03,100000.0,0,0.0
2021-02-04,100000.0,0,0.0
2021-02-05,100000.0,0,0.0
2021-02-08,100000.0,0,0.0
2021-02-09,100000.0,0,0.0
2021-02-10,100000.0,0,0.0
2021-02-11,100000.0,0,0.0
2021-02-12,100000.0,0,0.0
2021-02-15,100000.0,0,0.0
2021-02-16,100000.0,0,0.0
2021-02-17,100000.0,0,0.0
2021-02-18,100000.0,0,0.0
2021-02-19,100000.0,0,0.0
2021-02-22,100000.0,0,0.0
2021-02-23,100000.0,0,0.0
2021-02-24,100000.0,0,0.0
2021-02-25,100000.0,0,0.0
2021-02-26,100000.0,0,0.0
2021-03-01,100000.0,0,0.0
2021-03-02,100000.0,0,0.0
2021-03-03,100000.0,0,0.0
2021-03-04,100000.0,0,0.0
2021-03-05,100000.0,0,0.0
2021-03-08,100000.0,0,0.0
2021-03-09,100000.0,0,0.0
2021-03-10,100000.0,0,0.0
2021-03-11,100000.0,0,0.0
2021-03-12,100000.0,0,0.0
2021-03-15,100000.0,0,0.0
2021-03-16,100000.0,0,0.0
2021-03-17,100000.0,0,0.0
2021-03-18,100000.0,0,0.0
2021-03-19,100000.0,0,0.0
2021-03-22,100000.0,0,0.0
2021-03-23,100000.0,0,0.0
2021-03-24,100000.0,0,0.0
2021-03-25,100000.0,0,0.0
2021-03-26,100000.0,0,0.0
2021-03-29,100000.0,0,0.0
2021-03-30,100000.0,0,0.0
2021-03-31,100000.0,0,0.0
2021-04-01,100000.0,0,0.0
2021-04-02,100000.0,0,0.0
2021-04-05,100000.0,0,0.0
2021-04-06,100000.0,0,0.0
2021-04-07,100000.0,0,0.0
2021-04-08,100000.0,0,0.0
2021-04-09,100000.0,0,0.0
2021-04-12,100000.0,0,0.0
2021-04-13,100000.0,0,0.0
2021-04-14,100000.0,0,0.0
2021-04-15,100000.0,0,0.0
2021-04-16,100000.0,0,0.0
2021-04-19,100000.0,0,0.0
2021-04-20,100000.0,0,0.0
2021-04-21,100000.0,0,0.0
2021-04-22,100000.0,0,0.0
2021-04-23,100000.0,0,0.0
2021-04-26,100000.0,0,0.0
2021-04-27,100000.0,0,0.0
2021-04-28,100000.0,0,0.0
2021-04-29,99970.11875737182,8000,-0.0002988124262818248
2021-04-30,97253.86071841618,8000,-0.027170699332147552
2021-05-03,95919.40892077808,8000,-0.013721324662902656
2021-05-04,95559.95129104498,8000,-0.0037474962969170633
2021-05-05,96201.63185670516,8000,0.006714952833178245
2021-05-06,99120.96563325862,8000,0.030345990189666106
2021-05-07,100879.78517466079,8000,0.0177441727909482
2021-05-10,100608.88717363114,8000,-0.002685354658127248
2021-05-11,100620.88454622912,8000,0.00011924764238058216
2021-05-12,98679.87795234883,8000,-0.019290295475274943
2021-05-13,98692.63375793709,8000,0.00012926450511430154
2021-05-14,98175.50495939486,8000,-0.005239791247344638
2021-05-17,98858.07941383013,8000,0.006952594282225277
2021-05-18,97290.42103402427,8000,-0.015857665747717742
2021-05-19,98351.39560152164,8000,0.01090523153483236
2021-05-20,101452.16062322457,8000,0.03152741252667046
2021-05-21,101282.96250787744,8000,-0.0016677625622533165
2021-05-24,102147.89725254146,8000,0.008539785204216832
2021-05-25,103614.13252966212,8000,0.014354042682794166
2021-05-26,102840.16660111936,8000,-0.00746969462221958
2021-05-27,103351.95136586225,8000,0.004976506569927208
2021-05-28,103429.41028159783,8000,0.0007494673754284698
2021-05-31,103682.58914332768,8000,0.0024478420696836256
2021-06-01,102148.45647878096,8000,-0.014796434745914633
2021-06-02,102249.29176050887,8000,0.0009871444484219616
2021-06-03,103320.58081043907,8000,0.010477227093556918
2021-06-04,106405.4088605212,8000,0.02985685935836746
2021-06-07,108513.52070415413,8000,0.019812074087289133
2021-06-08,113328.94966548975,8000,0.044376303801479056
2021-06-09,111664.18284783394,8000,-0.014689687167927179
2021-06-10,113679.61720813891,8000,0.01804906738135914
2021-06-11,114152.7621060978,8000,0.004162090879428204
2021-06-14,119306.36779173842,8000,0.04514657017979706
2021-06-15,117457.57110706482,8000,-0.015496211299474427
2021-06-16,115565.08984699994,8000,-0.016112041499137253
2021-06-17,114249.27181229323,8000,-0.011385947403742436
2021-06-18,109567.63864187253,8000,-0.04097735675823322
2021-06-21,108479.43137794777,8000,-0.009931830944003739
2021-06-22,106903.63575223564,8000,-0.014526215759944172
2021-06-23,107278.01287113967,8000,0.0035020054862464622
2021-06-24,108065.108626019,8000,0.00733697179705195
2021-06-25,112239.04846379512,8000,0.038624306132156505
2021-06-28,114442.94916188827,8000,0.019635774966535458
2021-06-29,113190.68321500123,8000,-0.010942272600084957
2021-06-30,111236.94207722032,8000,-0.01726061794388023
2021-07-01,112389.11416514503,8000,0.010357818782225081
2021-07-02,109524.4566008819,8000,-0.02548874582331695
2021-07-05,113653.60247967987,8000,0.037700674415076074
2021-07-06,116415.69996188981,8000,0.02430277106881662
2021-07-07,115389.33633852277,8000,-0.008816367755406174
2021-07-08,111570.66528196014,8000,-0.033093795126437175
2021-07-09,114680.08460528501,8000,0.027869505980508302
2021-07-12,114475.55444522764,8000,-0.001783484558468329
2021-07-13,117394.24573165343,8000,0.025496196987823128
2021-07-14,113777.94973990454,8000,-0.030804712524114986
2021-07-15,112482.58414849703,8000,-0.011385031936053558
2021-07-16,112550.42108303148,8000,0.0006030883362788675
2021-07-19,112712.039447387,8000,0.0014359641021359781
2021-07-20,111760.9990765144,8000,-0.008437788682872038
2021-07-21,113213.73545867995,8000,0.012998598743475531
2021-07-22,110884.95263298272,8000,-0.020569790549373468
2021-07-23,110625.80372996075,8000,-0.0023370971161409404
2021-07-26,110946.67514083043,8000,0.0029005114543882993
2021-07-27,112146.16447845465,8000,0.010811404092115895
2021-07-28,113805.13367558992,8000,0.014792919622801604
2021-07-29,111337.51863258607,8000,-0.02168280958254465
2021-07-30,108038.18527159956,8000,-0.029633616785320283
2021-08-02,110880.28975486425,8000,0.02630648114016232
2021-08-03,111672.88468634583,8000,0.007148204006625969
2021-08-04,110073.90003600765,8000,-0.014318468219292724
2021-08-05,113587.31303178455,8000,0.031918674587051
2021-08-06,113906.30896948461,8000,0.002808376474323415
2021-08-09,116674.23526498007,8000,0.02430002622802041
2021-08-10,116889.64776912107,8000,0.001846273118069064
2021-08-11,121853.2360565827,8000,0.04246388266363543
2021-08-12,126256.94644709585,8000,0.03613946197102469
2021-08-13,125694.30622323917,8000,-0.004456311036259986
2021-08-16,128217.33795122225,8000,0.020072760682588564
2021-08-17,129943.05041580455,8000,0.013459275415925509
2021-08-18,133605.50846366838,8000,0.028185101366670517
2021-08-19,131124.2046543224,8000,-0.01857186756652862
2021-08-20,132997.00625335,8000,0.01428265364098702
2021-08-23,135902.28316454618,8000,0.021844679012261725
2021-08-24,131283.13700345482,8000,-0.03398873112012879
2021-08-25,128285.2757378421,8000,-0.022835082509750193
2021-08-26,123234.50956386884,8000,-0.03937136311960521
2021-08-27,122635.37689444596,8000,-0.004861728030104762
2021-08-30,124464.73092486383,8000,0.014917017232249696
2021-08-31,128314.08716460606,8000,0.03092728527301425
2021-09-01,128567.91841334391,8000,0.0019782025056394037
2021-09-02,132878.74446341363,8000,0.03352956245437899
2021-09-03,129335.6095118823,8000,-0.026664422258346088
2021-09-06,125078.2565893923,8000,-0.03291709791725117
2021-09-07,125002.086396485,8000,-0.0006089802894947427
2021-09-08,126025.95550393677,8000,0.008190816145293933
2021-09-09,126006.61855425076,8000,-0.00015343624738795025
2021-09-10,120977.75471278542,8000,-0.039909521413751925
2021-09-13,120823.1812070774,8000,-0.001277701888871996
2021-09-14,117779.85926296398,8000,-0.025188228895393183
2021-09-15,119422.52803049471,8000,0.013946941164729942
2021-09-16,120358.63576094196,8000,0.007838619277999337
2021-09-17,118183.02353075198,8000,-0.018076079181482463
2021-09-20,117036.6995313333,8000,-0.009699565683563671
2021-09-21,114648.23769843174,8000,-0.020407802359994953
2021-09-22,114562.14909131307,8000,-0.0007508934183978466
2021-09-23,116822.80436744257,8000,0.019733003387773618
2021-09-24,114606.50298648025,8000,-0.018971479010137404
2021-09-27,115821.69160989973,8000,0.010603138493483488
2021-09-28,114660.86904115023,8000,-0.010022497104076877
2021-09-29,112918.99976271742,8000,-0.015191488543556009
2021-09-30,112734.49585334635,8000,-0.0016339492003893952
2021-10-01,110486.88990625132,8000,-0.01993716235728671
2021-10-04,109328.71648533623,8000,-0.010482451102549861
2021-10-05,106802.46242732299,8000,-0.02310695798163953
2021-10-06,111123.45510751633,8000,0.040457800147947864
2021-10-07,111257.02836850744,8000,0.0012020258086995472
2021-10-08,109770.65941094018,8000,-0.013359775821479625
2021-10-11,110294.82148147268,8000,0.0047750653348108685
2021-10-12,110102.99161906008,8000,-0.001739246320325405
2021-10-13,109673.73101136927,8000,-0.0038987188393208028
2021-10-14,111080.01791116959,8000,0.012822458822473681
2021-10-15,112826.33918417219,8000,0.01572129088419061
2021-10-18,111695.09044884935,8000,-0.010026459632588414
2021-10-19,110475.37904533967,8000,-0.010920009094475436
2021-10-20,109926.09283090122,8000,-0.004972023804625358
2021-10-21,105048.79298553122,8000,-0.04436890022892681
2021-10-22,101974.87975556449,8000,-0.029261766295497815
2021-10-25,104843.15365046026,8000,0.028127259397324744
2021-10-26,108391.55113820318,8000,0.03384481832331221
2021-10-27,107908.6014899546,8000,-0.004455602334104469
2021-10-28,109210.276400577,8000,0.01206275396631451
2021-10-29,109944.72145739304,8000,0.006725054463941893
2021-11-01,116962.68434535436,8000,0.06383174012297621
2021-11-02,119662.54166485473,8000,0.02308306563423712
2021-11-03,119417.23990728609,8000,-0.0020499460746510323
2021-11-04,117222.08972776779,8000,-0.018382188210199657
2021-11-05,113583.89570881215,8000,-0.03103676130842603
2021-11-08,114102.40295580264,8000,0.004564971501943793
2021-11-09,112450.8863769123,8000,-0.014473985964432723
2021-11-10,109362.02549443512,8000,-0.027468532992474204
2021-11-11,108015.43312058246,8000,-0.012313162340991779
2021-11-12,105764.56204164695,8000,-0.02083842108398304
2021-11-15,109436.21327130463,8000,0.0347153258027193
2021-11-16,111432.00145258525,8000,0.018236999633136408
2021-11-17,111469.83111444433,8000,0.00033948651523751927
2021-11-18,114864.76862103803,8000,0.030456110614433207
2021-11-19,115099.42970886105,8000,0.0020429335351486166
2021-11-22,113196.39338218256,8000,-0.016533846705341082
2021-11-23,116744.54948018715,8000,0.03134513381557147
2021-11-24,118064.5198559147,8000,0.011306483956679658
2021-11-25,115705.67973502347,8000,-0.01997924629490677
2021-11-26,115324.90736526874,8000,-0.003290870168402571
2021-11-29,113385.72586983503,8000,-0.016814940846141102
2021-11-30,110357.8605873297,8000,-0.026704113408254515
